date,city_name,daily_avg_temp,daily_max_temp,daily_min_temp,daily_avg_wind_speed,daily_max_wind_speed,daily_min_wind_speed,wind_direction,avg_relative_humidity,avg_dew_point,avg_pressure,precipitation_sum,rainy_hour_sum
2023-01-26,Bursa,8.57,13.9,1.4,11.85,22.3,5.4,110.0,63.5,1.22,1016.42,0.0,0
2023-01-27,Bursa,10.62,14.3,7.3,8.39,18.4,1.8,100.0,68.92,4.86,1007.2,8.0,8
2023-01-28,Bursa,7.28,11.5,5.0,4.21,9.4,0.0,110.0,91.71,5.9,1011.83,12.3,14
2023-01-29,Bursa,4.47,5.2,3.3,3.63,11.2,0.0,30.0,87.0,2.48,1019.28,0.9,4
2023-01-30,Bursa,3.98,6.2,1.8,5.6,11.2,1.8,50.0,78.29,0.42,1015.88,6.6,14
2023-01-31,Bursa,3.01,5.1,1.1,6.02,13.0,0.0,240.0,91.38,1.66,1012.92,1.9,8
2023-02-01,Bursa,2.7,6.3,0.3,4.89,9.4,1.8,200.0,92.79,1.6,1018.05,4.3,13
2023-02-02,Bursa,4.5,10.4,-1.3,6.5,25.9,0.0,100.0,79.0,0.76,1019.11,3.4,3
2023-02-03,Bursa,2.78,6.3,-0.8,4.84,18.4,0.0,0.0,94.58,1.98,1021.18,4.0,6
2023-02-04,Bursa,0.89,3.7,-1.8,3.46,7.6,0.0,0.0,95.38,0.19,1014.93,4.2,9
2023-02-05,Bursa,2.38,4.6,1.2,5.52,13.0,0.0,40.0,98.58,2.19,1013.18,23.8,21
2023-02-06,Bursa,1.68,3.3,0.3,8.11,18.4,0.0,20.0,97.21,1.28,1017.65,20.9,24
2023-02-07,Bursa,0.49,2.1,-0.7,4.95,16.6,0.0,0.0,97.88,0.18,1027.4,12.1,24
2023-02-08,Bursa,0.18,1.7,-1.4,1.59,3.7,0.0,0.0,99.88,0.17,1033.5,2.5,9
2023-02-09,Bursa,1.71,3.7,0.0,5.04,14.8,1.8,20.0,92.88,0.61,1034.8,4.5,15
2023-02-10,Bursa,2.88,6.1,0.2,10.8,22.3,0.0,40.0,78.5,-0.63,1034.15,0.5,4
2023-02-11,Bursa,2.44,6.8,-2.2,6.43,13.0,0.0,10.0,75.46,-1.7,1031.37,0.0,0
2023-02-12,Bursa,1.42,7.9,-4.4,4.92,13.0,0.0,50.0,74.5,-3.09,1029.52,0.0,0
2023-02-13,Bursa,3.88,9.1,-1.9,7.62,16.6,1.8,70.0,65.67,-2.38,1033.94,0.0,0
2023-02-14,Bursa,2.0,8.8,-4.1,3.22,9.4,0.0,90.0,73.96,-2.55,1028.94,0.0,0
2023-02-15,Bursa,3.55,6.4,0.6,3.75,11.2,0.0,0.0,78.83,0.08,1029.82,4.7,13
2023-02-16,Bursa,3.39,9.0,-1.5,4.31,15.0,0.0,0.0,69.17,-2.26,1031.72,0.0,0
2023-02-17,Bursa,5.93,14.3,-2.6,5.87,11.2,0.0,90.0,61.33,-1.9,1028.44,0.0,0
2023-02-18,Bursa,10.75,17.6,-0.2,14.87,29.5,1.8,210.0,54.17,1.07,1024.21,0.0,0
2023-02-19,Bursa,15.78,20.5,9.4,14.9,27.7,1.8,230.0,41.17,2.32,1019.33,0.0,0
2023-02-20,Bursa,9.16,14.3,3.3,6.97,16.6,1.8,240.0,79.12,5.61,1020.66,5.5,9
2023-02-21,Bursa,10.43,19.5,1.4,8.49,20.5,0.0,260.0,67.58,3.2,1018.7,0.0,0
2023-02-22,Bursa,10.4,19.5,2.8,3.32,11.2,0.0,0.0,67.38,3.68,1015.95,0.0,0
2023-02-23,Bursa,9.69,18.6,2.6,4.06,16.6,0.0,0.0,76.58,5.12,1017.13,0.0,0
2023-02-24,Bursa,8.45,16.0,2.4,3.22,9.4,0.0,0.0,86.54,6.05,1016.33,0.0,0
2023-02-25,Bursa,14.3,20.3,4.6,16.8,31.3,0.0,200.0,57.54,4.3,1012.68,0.0,0
2023-02-26,Bursa,16.6,21.9,11.7,8.09,20.5,3.6,50.0,39.5,2.22,1013.78,0.0,0
2023-02-27,Bursa,17.24,22.7,11.3,4.43,14.8,0.0,120.0,42.67,3.9,1018.29,1.8,4
2023-02-28,Bursa,13.72,18.2,10.0,5.57,13.0,0.0,90.0,71.0,8.28,1022.7,4.0,10
2023-03-01,Bursa,10.66,14.1,8.0,9.06,14.8,3.6,250.0,91.75,9.33,1019.25,0.5,2
2023-03-02,Bursa,9.07,10.7,7.9,5.35,14.8,1.8,10.0,91.42,7.72,1018.61,0.0,0
2023-03-03,Bursa,8.75,11.7,5.8,4.01,9.4,0.0,0.0,87.62,6.72,1016.69,0.0,0
2023-03-04,Bursa,9.77,12.2,5.7,3.12,7.6,0.0,290.0,88.88,7.95,1016.77,1.5,4
2023-03-05,Bursa,9.6,12.2,7.7,6.1,11.2,1.8,90.0,94.79,8.77,1010.07,28.7,22
2023-03-06,Bursa,10.18,14.5,6.8,3.74,11.2,0.0,270.0,83.58,7.23,1013.4,9.7,8
2023-03-07,Bursa,12.17,16.4,6.2,7.41,16.6,1.8,60.0,66.38,5.68,1012.83,0.7,3
2023-03-08,Bursa,13.6,18.9,9.7,9.47,25.9,1.8,40.0,71.5,8.28,1012.48,0.4,3
2023-03-09,Bursa,15.56,19.6,9.8,15.3,25.9,5.5,250.0,56.83,6.62,1011.63,0.0,0
2023-03-10,Bursa,17.4,20.6,12.1,14.82,22.3,3.6,200.0,50.17,6.75,1009.62,0.0,0
2023-03-11,Bursa,16.25,20.6,12.2,22.25,42.5,11.2,190.0,58.08,7.82,1001.5,3.3,3
2023-03-12,Bursa,9.48,15.5,7.5,9.8,22.3,1.8,40.0,81.46,6.35,1009.16,10.9,20
2023-03-13,Bursa,8.04,10.0,6.6,16.79,25.9,7.6,40.0,62.96,1.31,1017.55,0.3,2
2023-03-14,Bursa,7.65,11.6,2.8,7.66,18.4,0.0,20.0,64.17,1.05,1014.65,0.0,0
2023-03-15,Bursa,10.6,19.0,1.5,3.95,9.4,0.0,270.0,69.25,4.38,1006.55,0.0,0
2023-03-16,Bursa,11.84,15.4,9.6,3.12,7.6,0.0,0.0,80.21,8.24,1007.58,13.4,14
2023-03-17,Bursa,8.36,9.7,6.9,12.0,25.9,3.6,20.0,92.83,7.27,1015.82,16.7,24
2023-03-18,Bursa,7.79,9.3,6.2,7.91,15.0,1.8,20.0,88.92,6.04,1018.32,4.9,20
2023-03-19,Bursa,8.66,9.5,7.6,5.74,14.8,1.8,360.0,96.33,8.09,1019.14,2.9,10
2023-03-20,Bursa,9.76,15.6,4.7,3.33,13.0,0.0,0.0,85.0,7.11,1019.15,0.0,0
2023-03-21,Bursa,11.18,19.7,4.0,3.53,7.6,0.0,0.0,73.88,5.85,1013.77,0.0,0
2023-03-22,Bursa,10.26,12.6,8.3,6.41,13.0,1.8,230.0,91.75,8.95,1012.81,4.7,12
2023-03-23,Bursa,10.23,11.8,8.7,3.65,7.6,0.0,20.0,90.17,8.63,1016.55,1.8,7
2023-03-24,Bursa,10.68,16.0,6.1,5.16,11.2,0.0,70.0,80.96,7.13,1016.61,0.0,0
2023-03-25,Bursa,11.88,19.9,4.2,2.98,13.0,0.0,0.0,77.46,7.46,1011.42,0.0,0
2023-03-26,Bursa,11.21,19.0,5.6,3.82,13.0,0.0,0.0,82.21,7.88,1010.29,3.0,5
2023-03-27,Bursa,17.36,25.3,7.4,12.98,24.1,1.8,110.0,51.75,5.48,1004.71,0.0,0
2023-03-28,Bursa,9.0,14.4,4.9,10.4,22.3,1.8,280.0,89.25,7.25,1007.23,20.2,20
2023-03-29,Bursa,4.75,8.6,1.0,8.67,16.6,1.8,220.0,78.29,0.91,1020.73,21.2,17
2023-03-30,Bursa,4.88,10.0,-0.9,6.99,20.5,0.0,100.0,62.88,-2.7,1023.97,0.0,0
2023-03-31,Bursa,8.59,15.7,-1.4,4.99,11.2,0.0,70.0,52.67,-1.35,1016.82,0.0,0
2023-04-01,Bursa,16.62,24.4,6.7,12.87,37.1,1.8,90.0,47.88,4.86,1007.93,0.0,0
2023-04-02,Bursa,15.56,19.0,12.3,10.15,25.9,1.8,250.0,75.96,10.89,1009.24,13.4,19
2023-04-03,Bursa,16.06,22.7,10.6,6.01,14.8,0.0,80.0,77.88,11.5,1007.83,2.3,4
2023-04-04,Bursa,13.41,17.0,11.1,6.0,16.6,0.0,250.0,86.88,11.1,1003.86,8.5,10
2023-04-05,Bursa,9.92,11.6,8.1,7.52,14.8,1.8,240.0,96.92,9.44,1011.0,17.8,18
2023-04-06,Bursa,10.93,15.0,7.9,5.9,20.5,0.0,310.0,84.29,8.1,1011.5,14.1,15
2023-04-07,Bursa,9.62,12.1,6.1,2.64,7.6,0.0,0.0,86.88,7.42,1015.71,2.7,9
2023-04-08,Bursa,10.82,17.5,3.3,5.42,13.0,0.0,250.0,77.08,6.37,1018.71,0.0,0
2023-04-09,Bursa,11.63,16.3,6.8,5.29,13.0,0.0,230.0,82.0,8.48,1017.0,6.0,15
2023-04-10,Bursa,9.88,11.0,9.2,3.56,9.4,0.0,0.0,94.33,9.0,1011.08,4.6,11
2023-04-11,Bursa,9.72,11.1,8.7,8.28,15.0,0.0,230.0,87.29,7.65,1007.55,7.1,21
2023-04-12,Bursa,9.67,12.2,8.7,10.74,20.5,1.8,220.0,88.08,7.73,1006.16,15.1,19
2023-04-13,Bursa,13.53,20.0,7.8,6.15,13.0,0.0,300.0,66.62,6.48,1011.52,0.0,0
2023-04-14,Bursa,17.11,26.1,8.1,6.67,24.1,1.8,80.0,53.96,6.84,1011.81,0.0,0
2023-04-15,Bursa,16.69,22.0,11.5,2.33,5.4,0.0,0.0,63.75,9.28,1012.96,0.0,0
2023-04-16,Bursa,16.24,24.8,9.5,3.44,9.4,0.0,0.0,67.92,9.26,1011.54,3.1,6
2023-04-17,Bursa,16.76,21.9,11.4,5.46,11.2,0.0,240.0,71.04,11.01,1010.07,9.9,7
2023-04-18,Bursa,13.75,18.7,10.6,5.02,9.4,1.8,250.0,90.33,12.03,1010.88,8.1,7
2023-04-19,Bursa,13.75,18.7,10.6,6.24,14.8,0.0,260.0,86.12,11.19,1010.51,7.9,9
2023-04-20,Bursa,13.84,17.5,10.5,5.76,11.2,1.8,250.0,76.42,9.42,1011.6,0.7,4
2023-04-21,Bursa,14.05,19.8,7.8,6.09,14.8,0.0,290.0,71.62,8.5,1011.8,4.0,5
2023-04-22,Bursa,15.64,20.8,9.7,7.08,13.0,0.0,20.0,61.04,7.49,1013.2,1.2,2
2023-04-23,Bursa,13.74,18.3,8.5,7.19,18.4,0.0,250.0,68.88,7.87,1014.78,0.0,0
2023-04-24,Bursa,13.67,20.2,7.9,3.91,9.4,0.0,80.0,65.42,6.36,1014.64,0.0,0
2023-04-25,Bursa,15.29,22.8,7.0,3.71,9.4,0.0,0.0,66.17,8.15,1009.34,4.1,7
2023-04-26,Bursa,13.65,19.9,11.1,3.97,13.0,0.0,70.0,89.04,11.65,1006.91,10.9,11
2023-04-27,Bursa,10.59,12.2,8.5,6.33,14.8,1.8,310.0,95.29,9.83,1011.37,36.0,23
2023-04-28,Bursa,10.75,14.0,5.8,9.32,20.5,1.8,330.0,65.12,3.98,1017.99,0.8,4
2023-04-29,Bursa,10.61,13.7,6.2,5.6,9.4,0.0,0.0,63.17,3.57,1016.17,0.2,1
2023-04-30,Bursa,12.15,19.9,3.3,4.45,14.8,0.0,0.0,61.88,4.02,1015.0,0.0,0
2023-05-01,Bursa,15.23,22.5,5.3,7.81,18.4,0.0,0.0,58.29,6.05,1017.96,0.1,1
2023-05-02,Bursa,17.44,23.7,9.3,9.19,16.6,1.8,50.0,46.17,4.9,1020.04,0.0,0
2023-05-03,Bursa,17.08,23.9,10.1,7.12,14.8,1.8,50.0,60.46,8.91,1019.18,1.5,2
2023-05-04,Bursa,16.94,24.0,12.6,5.53,14.8,1.8,80.0,87.21,14.53,1018.01,24.3,14
2023-05-05,Bursa,13.99,16.8,12.2,8.58,18.4,1.8,20.0,92.58,12.75,1014.21,8.0,13
2023-05-06,Bursa,14.25,18.6,11.2,9.39,20.5,1.8,30.0,77.29,10.02,1012.32,3.8,6
2023-05-07,Bursa,14.67,19.7,10.1,5.88,14.8,0.0,190.0,79.62,10.98,1016.6,3.4,8
2023-05-08,Bursa,15.25,20.5,9.7,5.68,14.8,0.0,10.0,79.33,11.3,1017.55,0.0,0
2023-05-09,Bursa,14.79,18.3,11.0,12.7,24.1,0.0,30.0,74.83,10.07,1017.72,0.1,1
2023-05-10,Bursa,13.04,15.0,11.2,10.27,16.6,3.6,20.0,81.29,9.85,1017.61,2.1,6
2023-05-11,Bursa,13.99,16.5,11.5,12.59,20.5,5.4,20.0,73.71,9.27,1016.92,0.0,0
2023-05-12,Bursa,12.79,14.0,11.6,7.49,11.2,1.8,30.0,84.25,10.19,1017.74,12.5,15
2023-05-13,Bursa,13.28,17.8,8.2,3.86,11.2,0.0,210.0,80.58,9.77,1021.93,0.0,0
2023-05-14,Bursa,15.22,22.3,6.3,4.43,13.0,0.0,0.0,71.17,9.4,1021.77,0.0,0
2023-05-15,Bursa,20.78,28.6,12.3,4.48,9.4,0.0,0.0,60.54,11.91,1015.08,0.0,0
2023-05-16,Bursa,22.99,33.0,14.6,9.05,20.5,0.0,0.0,63.88,14.72,1009.99,6.8,2
2023-05-17,Bursa,18.92,24.1,15.1,7.81,18.4,1.8,80.0,87.17,16.4,1008.72,24.1,18
2023-05-18,Bursa,15.34,18.0,13.5,7.18,14.8,1.8,240.0,94.46,14.39,1010.31,21.1,23
2023-05-19,Bursa,14.35,16.0,12.0,5.01,11.2,0.0,240.0,97.0,13.85,1013.91,2.0,9
2023-05-20,Bursa,16.31,20.2,12.8,5.58,13.0,0.0,0.0,87.0,13.96,1013.11,4.7,12
2023-05-21,Bursa,17.24,22.1,13.2,5.57,14.8,0.0,240.0,84.62,14.38,1009.43,3.7,10
2023-05-22,Bursa,17.65,21.5,14.1,9.88,25.9,1.8,30.0,75.46,12.77,1008.84,2.5,6
2023-05-23,Bursa,16.45,19.5,14.1,4.45,11.2,0.0,350.0,82.58,13.34,1010.85,0.4,3
2023-05-24,Bursa,17.33,22.2,13.6,4.88,9.4,1.8,340.0,78.92,13.29,1013.18,2.9,13
2023-05-25,Bursa,18.75,23.2,14.9,4.91,15.0,0.0,350.0,79.38,14.8,1013.72,5.2,9
2023-05-26,Bursa,19.52,25.0,14.0,6.56,16.6,1.8,20.0,78.25,15.16,1012.45,2.2,5
2023-05-27,Bursa,19.75,24.2,14.8,6.36,16.6,1.8,20.0,76.46,15.21,1010.44,5.2,10
2023-05-28,Bursa,19.66,23.5,16.4,8.37,20.5,0.0,20.0,79.08,15.76,1007.81,7.5,13
2023-05-29,Bursa,19.56,23.1,16.7,7.81,16.6,0.0,10.0,80.04,15.89,1008.83,11.6,13
2023-05-30,Bursa,20.36,24.9,16.9,5.88,11.2,0.0,340.0,78.12,16.05,1012.7,3.3,7
2023-05-31,Bursa,20.36,24.5,16.6,4.62,14.8,0.0,0.0,77.71,15.97,1014.98,8.3,8
2023-06-01,Bursa,21.37,26.5,14.1,8.19,18.4,1.8,40.0,58.62,12.15,1013.19,0.8,2
2023-06-02,Bursa,21.54,28.5,14.1,6.13,16.6,0.0,0.0,67.79,14.55,1010.23,3.3,8
2023-06-03,Bursa,20.32,23.8,16.7,5.12,16.6,1.8,30.0,80.96,16.68,1011.12,15.4,17
2023-06-04,Bursa,18.17,19.6,15.1,5.08,13.0,0.0,10.0,93.12,17.0,1017.08,6.8,13
2023-06-05,Bursa,19.45,24.7,14.2,11.09,25.9,1.8,20.0,76.17,14.63,1017.75,2.2,6
2023-06-06,Bursa,21.1,27.0,13.0,8.88,18.4,0.0,10.0,70.46,15.06,1016.16,0.0,0
2023-06-07,Bursa,21.81,27.7,15.4,6.17,14.8,0.0,230.0,75.25,16.82,1014.39,1.5,6
2023-06-08,Bursa,21.0,25.8,17.0,6.29,13.0,0.0,230.0,82.83,17.7,1012.0,1.1,4
2023-06-09,Bursa,20.34,24.2,17.1,5.59,9.4,1.8,230.0,84.0,17.32,1010.63,0.6,4
2023-06-10,Bursa,20.82,26.5,15.4,4.84,11.2,0.0,300.0,71.29,14.69,1008.31,0.0,0
2023-06-11,Bursa,21.5,27.8,13.9,5.82,16.6,0.0,0.0,60.71,12.8,1007.34,0.0,0
2023-06-12,Bursa,21.07,26.2,14.5,12.44,27.7,0.0,30.0,66.79,14.4,1008.15,5.0,10
2023-06-13,Bursa,20.02,24.2,14.9,8.54,18.4,0.0,20.0,70.0,14.09,1008.97,2.2,7
2023-06-14,Bursa,20.75,25.7,14.4,8.15,16.6,0.0,10.0,72.83,15.27,1011.69,0.6,3
2023-06-15,Bursa,22.92,29.3,14.7,6.18,13.0,0.0,60.0,71.0,16.78,1011.41,0.7,4
2023-06-16,Bursa,24.66,31.1,17.2,4.95,13.0,0.0,0.0,70.25,18.32,1005.81,8.9,9
2023-06-17,Bursa,20.4,26.8,16.0,5.81,27.7,0.0,70.0,85.08,17.59,1004.43,10.8,17
2023-06-18,Bursa,19.59,22.4,16.4,2.43,9.4,0.0,0.0,90.62,17.97,1009.59,14.4,18
2023-06-19,Bursa,21.99,25.7,18.9,5.57,18.4,0.0,0.0,81.25,18.5,1012.67,5.7,15
2023-06-20,Bursa,22.7,28.0,18.0,5.73,14.8,0.0,0.0,74.75,17.59,1015.31,1.1,5
2023-06-21,Bursa,22.94,28.1,18.0,6.18,11.2,0.0,140.0,70.25,16.84,1015.78,0.9,5
2023-06-22,Bursa,23.76,29.4,16.4,4.71,13.0,0.0,0.0,65.42,16.25,1016.52,0.0,0
2023-06-23,Bursa,24.77,31.5,18.2,6.04,16.6,0.0,0.0,58.12,15.3,1015.43,0.0,0
2023-06-24,Bursa,25.68,32.7,17.2,7.55,20.5,0.0,20.0,57.21,15.98,1012.92,0.0,0
2023-06-25,Bursa,24.98,31.1,18.3,5.38,13.0,0.0,300.0,67.29,18.02,1009.73,0.0,0
2023-06-26,Bursa,24.52,29.6,20.3,6.83,16.6,1.8,340.0,67.71,17.54,1008.86,0.4,2
2023-06-27,Bursa,24.47,28.9,18.2,8.43,16.6,1.8,50.0,62.88,16.47,1010.39,1.7,5
2023-06-28,Bursa,24.82,30.7,17.2,4.45,13.0,0.0,0.0,52.83,13.53,1010.15,0.0,0
2023-06-29,Bursa,22.11,26.4,17.0,6.12,14.8,1.8,360.0,64.79,15.0,1013.05,1.3,6
2023-06-30,Bursa,22.65,28.5,14.7,7.46,18.4,0.0,30.0,58.58,12.9,1013.03,0.0,0
2023-07-01,Bursa,23.83,31.0,14.3,5.29,14.8,0.0,330.0,50.0,11.75,1009.84,0.0,0
2023-07-02,Bursa,25.92,33.6,15.6,4.17,13.0,0.0,0.0,50.29,13.33,1007.83,0.0,0
2023-07-03,Bursa,26.85,32.7,19.7,6.47,14.8,0.0,360.0,52.79,15.97,1009.21,0.6,3
2023-07-04,Bursa,27.14,33.8,19.7,7.38,18.4,0.0,30.0,54.83,16.44,1011.09,0.0,0
2023-07-05,Bursa,26.74,32.2,21.0,7.18,16.6,0.0,0.0,69.88,20.51,1008.97,2.3,3
2023-07-06,Bursa,27.29,31.9,22.3,7.28,18.4,0.0,30.0,69.83,20.85,1008.28,0.7,1
2023-07-07,Bursa,27.12,33.3,21.2,8.03,18.4,0.0,330.0,65.5,19.47,1010.75,0.9,6
2023-07-08,Bursa,23.32,26.6,21.0,6.77,16.6,1.8,250.0,80.92,19.66,1013.45,10.2,18
2023-07-09,Bursa,20.56,23.2,15.4,6.76,13.0,0.0,70.0,74.83,15.68,1016.51,3.4,13
2023-07-10,Bursa,23.07,29.1,13.9,6.45,16.6,0.0,20.0,60.46,13.92,1017.06,0.2,1
2023-07-11,Bursa,25.7,32.3,18.1,3.76,11.2,0.0,0.0,49.88,13.52,1016.35,0.0,0
2023-07-12,Bursa,27.18,33.5,19.0,5.31,14.8,0.0,40.0,53.62,16.16,1016.43,0.0,0
2023-07-13,Bursa,28.9,36.1,20.1,5.23,14.8,0.0,0.0,53.04,17.49,1015.07,0.0,0
2023-07-14,Bursa,30.02,37.2,20.8,5.83,18.4,0.0,0.0,49.62,17.5,1012.63,0.0,0
2023-07-15,Bursa,29.32,35.2,23.2,11.8,22.3,0.0,40.0,47.5,16.36,1014.14,0.0,0
2023-07-16,Bursa,26.75,31.6,20.2,12.92,25.9,0.0,30.0,44.92,13.2,1014.55,0.0,0
2023-07-17,Bursa,25.83,32.7,18.9,12.44,22.3,1.8,30.0,54.0,15.18,1014.5,0.0,0
2023-07-18,Bursa,25.47,31.5,18.4,9.85,20.5,1.8,20.0,54.92,15.18,1012.37,0.0,0
2023-07-19,Bursa,26.23,33.5,16.7,7.75,22.3,0.0,10.0,48.62,13.63,1010.41,0.0,0
2023-07-20,Bursa,28.56,35.1,20.8,5.43,14.8,1.8,50.0,49.75,16.47,1007.92,0.0,0
2023-07-21,Bursa,28.65,34.2,21.7,5.92,14.8,0.0,0.0,57.17,18.68,1011.32,0.0,0
2023-07-22,Bursa,29.5,36.9,21.5,4.24,11.2,0.0,0.0,52.46,17.53,1013.38,0.0,0
2023-07-23,Bursa,29.64,36.3,22.9,8.07,20.5,0.0,40.0,47.62,16.81,1012.88,0.0,0
2023-07-24,Bursa,27.28,32.0,23.0,10.49,22.3,1.8,20.0,54.58,16.92,1013.21,0.0,0
2023-07-25,Bursa,27.36,35.1,19.4,5.72,14.8,0.0,0.0,43.83,12.92,1010.13,0.0,0
2023-07-26,Bursa,31.8,43.2,19.6,5.53,13.0,0.0,80.0,36.96,13.28,1003.88,0.0,0
2023-07-27,Bursa,26.75,33.2,18.2,9.48,20.5,0.0,10.0,52.88,16.03,1005.89,1.1,4
2023-07-28,Bursa,23.7,29.6,16.4,8.72,16.6,1.8,90.0,53.04,12.65,1013.73,0.0,0
2023-07-29,Bursa,24.21,30.5,17.2,9.1,20.5,0.0,10.0,50.83,12.59,1010.88,0.0,0
2023-07-30,Bursa,24.44,31.0,17.3,8.58,18.4,1.8,20.0,55.29,14.2,1009.49,0.0,0
2023-07-31,Bursa,24.38,30.0,16.9,8.76,22.3,0.0,30.0,61.29,15.92,1007.63,0.0,0
2023-08-01,Bursa,25.38,30.7,18.3,8.06,18.4,0.0,10.0,63.38,17.45,1007.93,0.1,1
2023-08-02,Bursa,26.7,33.5,19.6,4.09,13.0,0.0,0.0,54.08,15.31,1008.6,0.0,0
2023-08-03,Bursa,29.17,37.2,20.0,6.47,16.6,0.0,0.0,44.92,14.88,1009.34,0.0,0
2023-08-04,Bursa,30.65,39.0,21.8,7.26,20.5,0.0,0.0,43.79,16.0,1008.21,0.0,0
2023-08-05,Bursa,29.28,36.0,21.7,5.14,13.0,1.8,240.0,56.46,19.11,1005.11,0.0,0
2023-08-06,Bursa,29.55,37.9,22.6,8.42,27.7,0.0,270.0,56.12,18.26,1002.8,0.0,0
2023-08-07,Bursa,28.31,33.0,21.9,6.63,15.0,1.8,30.0,49.83,16.15,1007.68,0.0,0
2023-08-08,Bursa,25.68,30.1,22.1,12.87,25.9,1.8,10.0,61.5,17.62,1009.92,0.9,3
2023-08-09,Bursa,23.41,25.0,22.6,12.75,20.5,3.6,30.0,72.12,18.08,1012.61,0.0,0
2023-08-10,Bursa,24.28,26.7,22.6,6.08,14.8,0.0,40.0,71.12,18.61,1012.47,0.0,0
2023-08-11,Bursa,23.19,25.2,20.6,7.6,13.0,1.8,20.0,75.0,18.4,1015.96,11.8,15
2023-08-12,Bursa,24.67,28.9,18.3,14.9,24.1,3.6,40.0,64.25,17.17,1014.18,0.0,0
2023-08-13,Bursa,26.68,32.5,21.7,15.82,27.7,5.4,20.0,64.38,19.07,1012.23,0.0,0
2023-08-14,Bursa,26.77,31.9,22.1,6.56,13.0,3.6,250.0,74.58,21.57,1012.33,0.0,0
2023-08-15,Bursa,26.62,30.1,23.7,5.9,11.2,0.0,0.0,79.92,22.7,1011.52,0.0,0
2023-08-16,Bursa,27.17,30.9,25.0,6.3,13.0,1.8,330.0,76.88,22.57,1010.1,0.0,0
2023-08-17,Bursa,28.44,34.7,24.5,5.63,13.0,1.8,230.0,69.25,21.78,1008.68,0.0,0
2023-08-18,Bursa,29.38,37.2,22.5,6.93,18.4,0.0,10.0,59.96,19.68,1008.46,0.0,0
2023-08-19,Bursa,29.19,36.9,22.3,11.44,27.7,1.8,20.0,51.42,17.48,1008.52,0.0,0
2023-08-20,Bursa,28.41,33.8,22.1,13.55,22.3,0.0,30.0,48.33,16.07,1010.48,0.0,0
2023-08-21,Bursa,28.46,34.8,20.7,10.12,24.1,0.0,40.0,45.21,14.68,1011.04,0.0,0
2023-08-22,Bursa,29.45,37.2,21.0,11.81,25.9,0.0,50.0,41.04,13.77,1011.63,0.0,0
2023-08-23,Bursa,29.28,36.2,21.7,9.27,24.1,0.0,30.0,41.75,14.45,1011.34,0.0,0
2023-08-24,Bursa,27.73,34.2,21.1,8.28,22.3,0.0,20.0,52.62,16.45,1011.15,0.0,0
2023-08-25,Bursa,27.67,34.9,20.1,8.37,22.3,1.8,30.0,51.17,15.77,1011.07,0.0,0
2023-08-26,Bursa,28.22,36.7,20.5,10.95,25.9,0.0,30.0,44.58,14.07,1009.27,0.0,0
2023-08-27,Bursa,26.19,31.8,20.6,5.76,11.2,1.8,270.0,57.88,17.0,1008.03,0.0,0
2023-08-28,Bursa,25.67,31.1,20.8,8.86,18.4,0.0,360.0,63.58,17.85,1007.57,0.0,0
2023-08-29,Bursa,26.37,33.5,18.2,4.58,13.0,0.0,0.0,60.83,17.46,1004.84,0.0,0
2023-08-30,Bursa,28.39,35.8,20.2,4.6,13.0,0.0,0.0,52.54,16.13,1005.28,0.0,0
2023-08-31,Bursa,28.05,35.0,20.8,6.32,14.8,0.0,0.0,45.92,13.96,1010.43,0.0,0
2023-09-01,Bursa,26.15,30.7,20.0,6.99,16.6,0.0,250.0,57.38,16.95,1014.21,0.2,1
2023-09-02,Bursa,25.53,29.3,22.8,9.61,20.5,0.0,50.0,64.38,18.16,1014.42,6.5,10
2023-09-03,Bursa,23.91,27.9,20.5,8.42,18.4,1.8,70.0,69.5,17.8,1014.0,2.3,7
2023-09-04,Bursa,24.38,29.2,18.3,9.98,16.6,0.0,60.0,60.79,15.81,1009.01,1.9,6
2023-09-05,Bursa,25.53,31.0,21.2,10.02,18.4,3.6,50.0,63.38,17.75,1009.7,2.0,3
2023-09-06,Bursa,25.76,31.3,22.0,13.08,27.7,5.4,60.0,65.83,18.54,1013.75,0.1,1
2023-09-07,Bursa,25.51,29.7,21.6,13.45,27.7,3.6,80.0,64.79,18.1,1014.28,2.4,4
2023-09-08,Bursa,24.2,27.8,20.9,13.36,18.4,7.6,80.0,60.38,15.69,1014.11,0.8,1
2023-09-09,Bursa,23.03,29.0,18.3,14.22,25.9,3.6,60.0,57.33,13.67,1013.48,0.0,0
2023-09-10,Bursa,22.48,28.6,16.7,13.52,29.5,1.8,80.0,52.46,11.66,1013.55,0.0,0
2023-09-11,Bursa,21.44,27.1,16.7,13.8,24.1,5.4,60.0,56.79,11.95,1013.65,0.0,0
2023-09-12,Bursa,21.52,28.7,14.4,9.49,22.3,3.6,20.0,50.62,9.62,1015.32,0.0,0
2023-09-13,Bursa,20.95,28.5,12.5,4.92,13.0,0.0,0.0,57.46,11.46,1016.73,0.0,0
2023-09-14,Bursa,21.38,29.6,12.8,4.7,15.0,0.0,0.0,56.5,10.9,1015.76,0.0,0
2023-09-15,Bursa,21.69,29.7,13.1,4.36,14.8,0.0,0.0,56.17,11.32,1016.1,0.0,0
2023-09-16,Bursa,21.73,28.2,14.2,7.3,20.5,0.0,0.0,60.04,13.07,1016.97,0.0,0
